,id,name,url_path
197,1733256,Los Comales,/restaurant/los-comales-719-e-roosevelt-rd-lombard/1733256
198,2141049,Mother's Day Restaurant,/restaurant/mothers-day-restaurant-8815-cermak-rd-riverside/2141049
199,2525302,N Joy II,/restaurant/n-joy-ii-7140-windsor-ave-berwyn/2525302
200,1976531,Wok 'n Fire,/restaurant/wok-n-fire-590-village-center-dr-burr-ridge/1976531
201,2567091,Macho's Mexican Grill,/restaurant/machos-mexican-grill-7300-roosevelt-rd-forest-park/2567091
202,1690677,Sushi Nova,/restaurant/sushi-nova-677-n-cass-ave-westmont/1690677
203,882427,Rachel's Cafe & Deli,/restaurant/rachels-cafe--deli-7001-roosevelt-rd-berwyn/882427
204,1290754,Yia Yia's Pancake House,/restaurant/yia-yias-pancake-house-2250-s-harlem-ave-north-riverside/1290754
205,1901705,Rocky's Pizza & Restaurant,/restaurant/rockys-pizza--restaurant-10421-west-cermak-road-westchester/1901705
206,2455468,Pepe's Mexican Restaurant,/restaurant/pepes-mexican-restaurant-9945-w-55th-st-countryside/2455468
207,2930121,Tong's Tiki Hut,/restaurant/tongs-tiki-hut-100-e-roosevelt-rd-unit--18-villa-park/2930121
208,2141064,JJ's Fish and Chicken,/restaurant/jjs-fish-and-chicken-3948-w-cermak-rd-2453-chicago/2141064
209,2924005,Slice Factory,/restaurant/slice-factory-504-mannheim-rd-bellwood/2924005
210,2039618,Donnie's Bar and Grill,/restaurant/donnies-bar-and-grill-117-n-19th-ave-melrose-park/2039618
211,3145469,Indian Garden (Oak Park),/restaurant/indian-garden-oak-park-7103-w-north-ave-oak-park/3145469
212,344233,Taco Grill,/restaurant/taco-grill-111-w-ogden-ave-westmont/344233
213,2106973,JC Georges,/restaurant/jc-georges-181-countryside-plaza-la-grange/2106973
214,3208136,Game of Irons,/restaurant/game-of-irons-3041-butterfield-rd-oak-brook/3208136
215,1902334,Sawa's Old Warsaw Polish Style Smorgasbord,/restaurant/sawas-old-warsaw-polish-style-smorgasbord-9200-west-cermak-road-broadview/1902334
216,2049682,Toms Carryout,/restaurant/toms-carryout-3840-s-harlem-ave-lyons/2049682
217,3235298,Alpine Food Shop,/restaurant/alpine-food-shop-10712-31st-st-westchester/3235298
218,3231804,Church's Chicken ,/restaurant/churchs-chicken-431-n-austin-chicago/3231804
219,3247412,The Philly Cheesesteak Company,/restaurant/the-philly-cheesesteak-company-92-yorktown-center-mall-lombard/3247412
220,2494146,JO JO Japanese Steakhouse,/restaurant/jo-jo-japanese-steakhouse-7409-kingery-hwy-willowbrook/2494146
221,3031871,Burger Den,/restaurant/burger-den-711-n-harlem-ave-oak-park/3031871
222,3146595,Chi Tung,/restaurant/chi-tung-7103-w-north-ave-oak-park/3146595
223,2151272,Johnnie’s Grill,/restaurant/johnnies-grill-4401-w-lake-st-melrose-park/2151272
224,348815,Barney's Pizzeria,/restaurant/barneys-pizzeria-5648-w-chicago-ave-chicago/348815
225,3069574,PHILLY CLUB,/restaurant/philly-club-8580-s-88th-ave-justice/3069574
226,2117215,Los Corrales Restaurant,/restaurant/los-corrales-restaurant-6713-w-26th-st-berwyn/2117215
227,2114957,Balkan Bakery,/restaurant/balkan-bakery-541-south-la-grange-road-la-grange/2114957
228,1023304,Red Mango,/restaurant/red-mango-81-s-la-grange-rd-la-grange/1023304
229,3001176,El Anzuelo Restaurant,/restaurant/el-anzuelo-restaurant-1501-w-lake-st-melrose-park/3001176
230,2599100,Sharks Fish & Chicken,/restaurant/sharks-fish--chicken-4741-butterfield-rd-hillside/2599100
